ItemReFabricType,RebodyPattern0LightColor,RebodyPattern1LightColor,RebodyPattern2LightColor,RebodyPattern3LightColor,RebodyPattern4LightColor,RebodyPattern5LightColor,RebodyPattern6LightColor,RebodyPattern7LightColor,RefabricPattern0LightColor,RefabricPattern1LightColor,RefabricPattern2LightColor,RefabricPattern3LightColor,RefabricPattern4LightColor,RefabricPattern5LightColor,RefabricPattern6LightColor,RefabricPattern7LightColor,RemakeLotType,ItemUniqueID,RemakeKitNum,UniqueID,d4f43b0b u8,ReBodyPattern0Color0,ReBodyPattern0Color1,ReBodyPattern1Color0,ReBodyPattern1Color1,ReBodyPattern2Color0,ReBodyPattern2Color1,ReBodyPattern3Color0,ReBodyPattern3Color1,ReBodyPattern4Color0,ReBodyPattern4Color1,ReBodyPattern5Color0,ReBodyPattern5Color1,ReBodyPattern6Color0,ReBodyPattern6Color1,ReBodyPattern7Color0,ReBodyPattern7Color1,ReBodyPatternNum,e0563503 u8,ReFabricPattern0Color0,ReFabricPattern0Color1,ReFabricPattern0VisibleOff,ReFabricPattern1Color0,ReFabricPattern1Color1,ReFabricPattern2Color0,ReFabricPattern2Color1,ReFabricPattern3Color0,ReFabricPattern3Color1,ReFabricPattern4Color0,ReFabricPattern4Color1,ReFabricPattern5Color0,ReFabricPattern5Color1,ReFabricPattern6Color0,ReFabricPattern6Color1,ReFabricPattern7Color0,ReFabricPattern7Color1,ReFabricPatternNum
None,LightBlue,2,3,5,8,2,10,7,0,0,0,0,0,0,0,0,Normal,13518,7,1313,0,11,10,12,11,10,11,6,9,4,9,1,10,7,10,9,10,7,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13523,1,1314,0,10,1,7,6,5,2,2,7,1,12,3,0,12,1,10,12,7,1,14,14,1,14,7,14,5,14,12,14,13,14,14,14,14,14,14,4
None,White,3,5,3,2,2,3,7,0,0,0,0,0,0,0,0,Normal,13516,7,1315,0,11,10,12,11,10,11,6,11,4,9,1,10,7,10,11,10,7,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
CommonAndMyDesign,Blue,10,3,5,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13502,10,1316,0,11,5,10,6,12,0,10,1,14,14,14,14,14,14,14,14,3,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,4
MyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13515,7,1317,0,11,11,12,12,7,7,6,6,4,4,1,1,10,10,9,9,7,1,14,14,1,14,5,14,13,14,7,14,1,14,10,14,10,14,14,6
None,Warm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13524,4,1318,0,11,10,8,0,9,10,11,10,7,6,2,1,5,4,11,6,7,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13512,4,1319,0,11,9,7,9,6,9,4,10,1,10,9,12,14,14,14,14,5,1,14,5,0,14,7,14,1,14,14,14,14,14,14,14,14,14,14,2
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13505,2,1320,0,9,11,1,10,4,10,7,6,6,11,10,2,14,14,14,14,5,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,Blue,10,3,5,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13506,7,1321,0,4,11,6,10,0,12,1,10,14,14,14,14,14,14,14,14,3,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13514,2,1322,0,12,9,2,12,10,11,3,10,8,1,14,14,14,14,14,14,4,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,Warm,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Normal,13507,1,1323,0,6,9,4,9,12,8,10,11,0,9,14,14,14,14,14,14,4,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13503,2,1324,0,11,11,9,9,10,10,12,12,9,9,14,14,14,14,14,14,4,1,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13272,2,1325,0,6,0,6,12,6,7,6,9,6,5,6,6,6,11,6,10,7,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13578,1,1326,0,2,2,2,2,12,12,10,10,6,4,12,3,14,14,14,14,5,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13575,7,1327,0,10,1,11,7,12,10,9,11,4,10,1,10,2,12,14,14,6,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
MyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13582,13,1328,0,11,11,8,8,9,9,11,10,2,2,4,12,8,8,9,11,7,0,14,14,1,14,1,14,4,14,0,14,6,14,14,14,14,14,14,4
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13581,8,1329,0,11,11,8,8,9,9,11,10,2,2,4,12,8,8,9,11,7,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13580,2,1330,0,8,9,13,9,2,7,10,11,9,8,14,14,14,14,14,14,4,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13584,1,1331,0,11,2,7,1,2,5,10,3,14,14,14,14,14,14,14,14,3,0,14,12,0,14,1,14,5,14,10,14,2,14,5,14,4,14,14,6
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13576,1,1332,0,6,10,6,12,6,6,6,9,6,8,6,11,6,0,14,14,6,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13586,4,1333,0,11,11,12,11,10,11,9,11,14,14,14,14,14,14,14,14,3,0,14,4,0,14,1,14,6,14,7,14,3,14,3,14,9,14,9,7
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13587,1,1335,0,8,7,7,6,2,12,5,4,12,6,2,13,14,14,14,14,5,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13579,5,1336,0,9,6,9,8,14,14,14,14,14,14,14,14,14,14,14,14,1,1,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
MyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13589,6,1337,0,10,10,11,10,12,12,9,9,1,1,0,0,6,6,4,4,7,0,14,14,1,14,1,14,4,14,9,14,10,14,12,14,14,14,14,5
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13577,1,1338,0,10,9,6,9,4,9,12,7,2,2,11,3,14,14,14,14,5,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13573,4,1339,0,8,8,12,12,0,0,9,9,10,10,6,6,4,4,2,2,7,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13574,2,1340,0,8,8,12,12,0,0,9,9,10,10,6,6,4,4,2,2,7,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13588,2,1341,0,8,8,12,12,0,0,9,9,8,8,6,6,4,4,2,2,7,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13583,2,1342,0,12,12,8,8,9,9,14,14,14,14,14,14,14,14,14,14,2,0,14,4,0,14,1,14,7,14,6,14,12,14,11,14,10,14,14,6
MyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13590,7,1343,0,11,11,8,8,9,9,11,10,2,2,4,12,8,8,9,11,7,0,14,14,1,14,1,14,4,14,0,14,6,14,14,14,14,14,14,4
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13591,7,1344,0,12,10,12,8,4,12,12,9,7,6,11,10,2,2,14,14,6,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
MyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13606,4,1345,0,5,11,7,10,6,8,0,11,11,1,12,4,1,9,4,6,7,0,14,14,1,14,12,14,4,14,10,14,2,14,4,14,14,14,14,5
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13719,1,1350,0,7,0,3,0,2,7,10,7,12,7,4,7,14,14,14,14,5,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13662,3,1353,0,12,6,12,6,8,8,10,1,11,6,14,14,14,14,14,14,4,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13657,5,1355,0,9,9,10,10,8,8,11,11,14,14,14,14,14,14,14,14,3,0,14,13,0,14,10,14,6,14,11,14,4,14,8,14,1,14,1,7
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13626,2,1357,0,12,7,8,9,1,9,7,8,5,8,14,14,14,14,14,14,4,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13666,30,1358,0,11,11,7,8,14,14,14,14,14,14,14,14,14,14,14,14,1,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13620,1,1360,0,8,12,8,12,12,5,12,5,14,14,14,14,14,14,14,14,3,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13637,1,1361,0,11,11,10,10,1,1,4,4,14,14,14,14,14,14,14,14,3,0,14,6,0,14,7,14,1,14,4,14,0,14,10,14,7,14,2,7
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13680,1,1362,0,11,11,10,10,1,1,4,4,14,14,14,14,14,14,14,14,3,0,14,11,0,14,10,14,8,14,9,14,14,14,14,14,14,14,14,3
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13630,1,1363,0,11,11,7,7,9,9,14,14,14,14,14,14,14,14,14,14,2,0,14,8,0,14,4,14,1,14,6,14,2,14,5,14,10,14,12,7
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13744,1,1365,0,9,9,11,11,12,12,10,10,1,1,4,4,7,7,6,6,7,0,14,12,0,14,8,14,13,14,13,14,8,14,5,14,11,14,13,7
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13691,2,1368,0,6,2,1,6,3,12,5,2,12,6,4,1,14,14,14,14,5,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13640,3,1370,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1,0,14,7,0,14,1,14,6,14,1,14,5,14,4,14,1,14,7,7
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13614,1,1375,0,8,6,11,10,2,5,7,9,14,14,14,14,14,14,14,14,3,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13638,1,1377,0,10,13,11,13,1,13,6,13,14,14,14,14,14,14,14,14,3,0,14,6,0,14,7,14,1,14,4,14,0,14,9,14,12,14,2,7
CommonAndMyDesign,White,0,0,0,0,0,0,0,2,3,4,5,6,7,8,10,Normal,13656,1,1378,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1,0,14,12,0,14,7,14,0,14,1,14,2,14,3,14,4,14,6,7
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13633,40,1379,0,7,7,11,11,12,12,10,10,1,1,14,14,14,14,14,14,4,0,14,1,0,14,4,14,6,14,3,14,12,14,10,14,7,14,14,6
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13717,2,1380,0,10,10,5,5,9,9,11,12,14,14,14,14,14,14,14,14,3,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
MyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13621,7,1381,0,12,10,10,10,4,10,1,10,7,10,6,10,2,10,8,10,7,1,14,14,1,14,12,14,6,14,5,14,7,14,2,14,14,14,14,5
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13622,15,1382,0,10,11,11,10,12,10,1,10,4,10,6,10,7,10,14,14,6,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13722,1,1385,0,11,11,8,9,5,12,2,12,1,13,4,13,5,13,9,0,7,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13643,1,1386,0,12,10,10,12,1,12,7,10,6,12,4,12,0,9,11,10,7,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
MyDesign,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13747,3,1387,0,10,10,11,11,12,12,14,14,14,14,14,14,14,14,14,14,2,0,14,1,0,14,6,14,1,14,4,14,7,14,7,14,1,14,6,7
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13678,7,1388,0,6,6,6,6,0,0,5,5,14,14,14,14,14,14,14,14,3,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13655,1,1392,0,8,8,9,9,12,12,10,10,7,7,11,11,2,2,5,5,7,0,14,1,0,14,5,14,6,14,0,14,5,14,9,14,13,14,13,7
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13639,1,1396,0,11,11,10,10,12,12,0,0,8,8,9,9,11,11,7,7,7,0,14,11,0,14,12,14,9,14,9,14,12,14,8,14,11,14,7,7
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13727,1,1397,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1,0,12,12,0,9,8,1,12,6,6,9,0,2,12,7,6,5,12,7
MyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13615,5,1399,0,8,9,11,10,10,9,4,12,1,9,7,9,6,9,5,9,7,0,14,14,1,14,12,14,5,14,6,14,2,14,0,14,14,14,14,5
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13645,1,1402,0,9,13,7,11,10,4,12,13,5,13,2,13,6,13,8,13,7,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13709,1,1403,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1,0,14,11,0,14,0,14,10,14,7,14,5,14,6,14,14,14,14,5
MyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13634,1,1404,0,12,0,12,8,12,2,12,1,12,0,4,12,10,1,14,14,6,0,14,14,1,14,1,14,4,14,7,14,14,14,14,14,14,14,14,3
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13652,7,1407,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1,0,0,1,0,8,9,5,7,14,14,14,14,14,14,14,14,14,14,2
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13696,1,1411,0,8,8,8,4,7,0,10,1,8,6,5,0,9,6,12,0,7,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13642,1,1417,0,13,12,13,2,1,2,7,0,6,6,5,4,3,10,7,12,7,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13624,1,1421,0,6,6,12,12,10,10,14,14,14,14,14,14,14,14,14,14,2,0,14,7,0,14,12,14,10,14,13,14,14,14,14,14,14,14,14,3
MyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13651,7,1422,0,6,9,12,8,1,9,11,9,14,14,14,14,14,14,14,14,3,0,14,12,0,14,11,14,8,14,7,14,8,14,0,14,14,14,14,5
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13746,1,1423,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1,0,12,12,0,10,10,6,6,8,8,7,6,12,4,8,8,14,14,6
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13748,1,1426,0,4,12,1,12,6,12,14,14,14,14,14,14,14,14,14,14,2,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13712,1,1427,0,4,12,1,12,6,12,14,14,14,14,14,14,14,14,14,14,2,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
MyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13631,7,1428,0,1,10,11,11,8,8,6,6,14,14,14,14,14,14,14,14,3,0,14,14,1,14,10,14,10,14,10,14,10,14,14,14,14,14,14,4
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13701,1,1429,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1,0,1,1,0,10,10,12,12,4,4,6,6,7,7,5,5,3,2,7
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13649,1,1436,0,6,12,7,12,0,8,14,14,14,14,14,14,14,14,14,14,2,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,White,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13616,1,1437,0,10,12,11,12,7,12,0,12,14,14,14,14,14,14,14,14,3,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13729,1,1438,0,5,12,9,12,2,12,0,12,1,7,3,3,12,13,0,7,7,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13618,2,1439,0,13,13,13,13,4,5,11,12,8,13,5,7,6,7,1,5,7,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13625,2,1440,0,13,13,13,13,4,5,11,12,8,13,5,7,6,7,1,5,7,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13627,2,1441,0,13,13,13,13,4,5,11,12,8,13,5,7,6,7,1,5,7,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13629,4,1442,0,13,13,13,13,4,5,11,12,8,13,5,7,6,7,1,5,7,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
CommonAndMyDesign,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13636,2,1448,0,11,11,12,12,10,10,9,9,8,8,14,14,14,14,14,14,4,0,14,12,0,14,10,14,13,14,13,14,1,14,10,14,13,14,13,7
MyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13647,1,1449,0,6,6,5,5,0,0,10,10,12,12,2,2,11,11,9,9,7,1,14,14,1,14,7,14,13,14,4,14,13,14,8,14,13,14,14,6
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13628,1,1452,0,1,13,12,13,7,13,4,13,6,13,10,4,12,10,14,14,6,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13740,1,1453,0,1,13,1,13,6,13,10,13,4,13,8,13,6,13,14,14,6,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13681,1,1456,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1,0,1,12,0,7,10,6,12,4,12,0,12,12,5,10,12,12,4,7
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13632,1,1458,0,12,4,12,1,12,7,0,6,0,12,7,10,14,14,14,14,5,0,14,1,0,14,4,14,6,14,7,14,13,14,8,14,13,14,2,7
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13676,7,1460,0,6,6,6,6,0,0,5,5,14,14,14,14,14,14,14,14,3,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13690,3,1462,0,12,13,11,13,10,13,6,13,14,14,14,14,14,14,14,14,3,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13623,7,1465,0,6,8,0,8,12,10,8,8,11,11,14,14,14,14,14,14,4,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13745,1,1467,0,12,7,9,6,6,0,4,6,9,7,2,0,4,7,14,14,6,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13692,1,1468,0,2,3,5,4,6,6,7,0,12,1,10,3,14,14,14,14,5,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13683,1,1469,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1,0,3,3,0,4,4,2,2,6,6,0,0,9,9,12,12,10,10,7
CommonAndMyDesign,Warm,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Normal,13730,1,1470,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1,0,14,12,0,14,11,14,2,14,5,14,7,14,6,14,0,14,4,7
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13751,3,1486,0,8,8,12,12,0,0,9,9,8,8,6,6,4,4,2,2,7,0,14,6,0,14,4,14,6,14,7,14,8,14,14,14,14,14,14,4
MyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13756,1,1487,0,7,7,1,1,6,6,4,4,10,10,12,12,11,11,14,14,6,0,14,14,1,14,4,14,12,14,0,14,1,14,2,14,6,14,1,7
CommonAndMyDesign,White,0,0,0,0,0,0,0,2,3,4,5,6,7,8,10,Normal,13764,1,1492,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1,0,14,12,0,14,7,14,0,14,1,14,2,14,3,14,4,14,6,7
None,Warm,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13765,7,1494,0,9,12,1,12,8,12,12,12,14,14,14,14,14,14,14,14,3,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
MyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13767,2,1495,1,6,7,1,0,4,5,3,2,13,12,14,14,14,14,14,14,4,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
MyDesign,Green,5,8,6,2,0,0,0,10,0,0,0,0,0,0,0,Normal,13776,2,1496,1,6,7,1,0,4,5,3,2,13,12,14,14,14,14,14,14,4,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
MyDesign,Green,5,8,6,2,0,0,0,10,0,0,0,0,0,0,0,Normal,13775,2,1497,1,6,7,1,0,4,12,3,2,13,12,14,14,14,14,14,14,4,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
MyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13774,1,1498,1,6,9,1,9,4,12,3,2,13,8,14,14,14,14,14,14,4,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
MyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13770,1,1500,1,6,7,1,0,4,5,3,2,13,12,14,14,14,14,14,14,4,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
MyDesign,Green,5,8,6,2,0,0,0,10,0,0,0,0,0,0,0,Normal,13772,2,1501,1,6,7,1,0,4,12,3,2,13,13,14,14,14,14,14,14,4,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
MyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13773,1,1504,1,6,7,1,0,4,5,3,2,13,12,14,14,14,14,14,14,4,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
MyDesign,Green,5,8,6,2,0,0,0,10,0,0,0,0,0,0,0,Normal,13777,1,1505,1,6,7,1,0,4,5,3,2,13,12,14,14,14,14,14,14,4,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
MyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13778,1,1506,1,6,8,1,9,4,12,3,2,13,12,14,14,14,14,14,14,4,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
MyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13820,2,1508,0,0,12,6,12,14,14,14,14,14,14,14,14,14,14,14,14,1,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
MyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,13818,3,1509,0,12,0,6,6,14,14,14,14,14,14,14,14,14,14,14,14,1,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-1
